,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
189,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,Decreasing,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4,4.1,4.1,4.1,4,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.2,4.1,4.2,4.2,4.2,4.1,4.1,4.1,4.1
190,,,NGA005,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
191,Nigeria,Northwest Banditry,NGA007,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.9,2.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.6
192,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,2,1.7,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2,2,2,2
193,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,-,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,-,-,2,-,1.9,1.9,-,-,-,-,-,-,-,-,-,1.9,1.9,1.7,1.7,1.7,-,-,-,-,x
194,,,NIC002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
195,,,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
196,Nepal,Karnali Earthquake,NPL003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2
197,Pakistan,Complex crisis in Pakistan,PAK001,Stable,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,4,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,4,3.9,4,4,4,3.9,4,4
198,,,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
199,,,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
200,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
201,Pakistan,Floods in Pakistan ,PAK005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
202,Panama,Venezuela displacement in Panama,PAN002,Decreasing,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2,2.1,2.1,2.1,2,2
203,Peru,Venezuela displacement in Peru,PER002,Increasing,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.8,3,3,3,2.9,2.9,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3,3,2.8,2.9,2.9,2.9,2.9,2.9,2.9,3.2,3.2,3.2
204,,,PHL001,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,3.4,2.7,2.4,2.4,2.5,2.5,2.5,2.5,2.4,3,3,3,3,3,3,-,-,-,-,-,-,-,3.3,3.2,3.3,3.3,3.3,3.1,3.2,3.1,3.1,2.9,2.9,3,3.1,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.6,2.5,-,-,-,-,-,-,-,-
205,Philippines,Mindanao conflict,PHL003,Stable,-,-,1.1,1.8,2,1.8,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.2,2.2,2.1,2.1,2.4,2.3,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
206,,,PHL004,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,,,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
208,,,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209,,,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,,,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,,,PHL009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
212,,,PHL010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,,,PHL011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
214,,,PHL012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,2.3,2.3,2.3,2,2,1.9,1.9,1.7,1.7,1.7,-,-,-,-,-,-,-,-
215,,,PHL013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1.6,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
216,,,PHL014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,1.8,-,-,-,-,-,-,-,-
217,,,PNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.1,2.1,-,-,-,-
218,,,PNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
219,Papua New Guinea,Highlands Violence,PNG003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2,2,2,2,2,2.1
220,,,PNG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.4,1.4,-,-,-,-
221,Poland,Displacement from Russia-Ukraine conflict in Poland,POL002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.6,1.6,1.7,1.7,2.9,2.9,2.9,2.9,2.9,2.5,2.5,2.5,2.5,2.5,2.6,2.4,2.4,2.4,2.4,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
222,DPRK,Complex crisis in DPRK,PRK001,Stable,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4,3.7,3.7,3.7,3.7,3.8,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7
223,Palestine,Conflict in Palestine,PSE002,Stable,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4,4,4.2,4.2,4.2,4.2,4.2,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.8,3.8,3.7,3.7,3.7,3.7,4.1,4.1,4.4,4.4,4.4,4.4,4.4,4.4,4.4
224,Palestine,Conflict in West Bank,PSE003,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.5
225,Palestine,Conflict in Gaza,PSE004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
226,"Nigeria,Niger,Chad,Cameroon",Lake Chad basin regional crisis,REG001,Stable,-,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3
227,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,Decreasing,-,-,-,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7
228,,,REG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
229,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,Decreasing,-,-,-,-,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4,4,4.3,4.3,4.3,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4,4,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4
230,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.3,2.2,2.2,2.2,2.3,2.3,2.1,2.2,2.4,2.4,2.5,2.5
231,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3.2,3,3,3.3,3,3
232,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.7,2.7,2.7,2.7,2.8,2.8,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.6
233,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,Increasing,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,3.4,3.4,3.4,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.4,3.5,3.8,3.8,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.9,4,4,4,4,4.1,4.1,4.1
234,"Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.9,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.5,3.6,3.6,3.6,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8
235,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,2,2.4,2.4,2.5,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.3
236,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,3.9,3.8,3.8,3.8,3.8,4.1,4.1,4.2,4.4,4.4,4.4,4.4,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.4,4.4,4.4
237,"Türkiye,Syria",Turkiye / Syria earthquake,REG015,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.7,3.8,4,4,4,4,4,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
238,Romania,Displacement from Russia-Ukraine conflict in Romania,ROU002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2.3,2.4,2.5,2.5,2.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.3,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.7
239,Russia,Displacement from Russia-Ukraine conflict in Russia,RUS002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8
240,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,Increasing,-,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,2.3,2.3,2.3,2.3,2.3,2,2,1.8,1.9,1.9,1.9,1.8,1.9,2,2,1.9,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.2,2.4,2.4,2.4,2.4,2.4
241,Sudan,Complex crisis in Sudan,SDN001,Stable,-,3.9,3.9,4,3.9,4,4,4,4,4.1,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.3,4.3,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.7,4.6,4.9,4.9,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9
242,,,SDN002,-,-,3.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
243,,,SDN003,-,-,2.1,2.1,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
244,,,SDN004,-,-,2.6,2.6,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
245,Sudan,Refugees in Sudan,SDN005,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4,3.9,3.9,3.8,3.8,3.5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.4,3.4,3.4,3.4,3.2,3.2,3.2
246,,,SDN006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.3,2.4,2.6,2.6,-,-,-,-,-,-,-,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
247,,,SDN007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.1,2.1,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
248,,,SDN008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9,3.2,3.2,3.2,3.2,3.1,3.4,3.5,3.5,3.6,3.6,3.6,4.2,4.2,4.3,4.3,4.2,4,4,4,4,4,4,4.1,4,4,4.5,4.5,4.4,-,-,-,-,-,-,-,-
249,Senegal,Drought in Senegal,SEN002,Stable,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.7,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.1,2.1,2.1,2.1,2.1,2.2
250,El Salvador,Complex crisis in El Salvador,SLV001,Increasing,-,2.8,2.8,3,3,3,3,3,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.1
251,Somalia,Complex crisis in Somalia,SOM001,Stable,3.6,3.6,3.6,4.1,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4,4,4,4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.7
252,Somalia,Mixed Migration Flows in Somalia,SOM002,Increasing,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.9,2,2,2.1
