,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72
184,Malawi,Complex crisis in Malawi,MWI002,Stable,-,-,2.9,3,3.1,3.1,3.1,2.7,2.7,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3,3,2.8,2.8,3,3,3,3,2.5,2.5,2.4,3,3,3,3,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.3,3.5,3.5,3.3,3.2,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.5,3.5,3.5
185,,,MWI003,-,-,-,-,-,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
186,,,MWI004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2,2.5,2.5,2.5,2.5,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
187,,,MWI005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.8,3,3,3,3,3,3,-,-,-,-,-
188,Malaysia,International Refugees in Malaysia,MYS001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.7,1.6,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.5,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2
189,Namibia,Food Security Crisis in Namibia,NAM002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.2,2.3,2.3,2.3,2.3,2.5,2.3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6
190,,,NER001,-,-,3.1,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.5,3.5,3.6,3.6,3.7,3.5,3.7,3.9,3.9,3.9,3.9,3.8,3.8,3.7,3.8,3.8,3.8,3.7,3.7,3.8,3.7,3.7,3.5,3.7,3.7,-,-,-
191,Niger,Lake Chad basin crisis in Niger,NER002,Increasing,-,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3,3,3,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.3,3.2,3.2,3.2,3.4,3.4,3.4,3.4,3.4
192,Niger,Mali/Burkina Faso conflict,NER003,Stable,-,2.4,2.6,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
193,Niger,Nigerian Refugees,NER004,Increasing,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.4,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.9,2.9,2.9,3,3
194,,,NER005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
195,Niger,Complex crisis in Niger,NER006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.6,3.6
196,Nigeria,Complex crisis in Nigeria,NGA001,Increasing,3.5,3.5,4,4.1,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4,4,3.7,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1,3.5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4.1,4.1
197,,,NGA002,-,3.6,3.6,3.5,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
198,Nigeria,Middle belt conflict,NGA003,Stable,2.1,2,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,3.4,3.4,3.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.1,3.2,3.2,3.2,3.2,3.2
199,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,Increasing,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4,4.1,4.1,4.1,4,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.2,4.1,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.2,4.2
200,,,NGA005,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201,Nigeria,Northwest Banditry,NGA007,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.9,2.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.6,3.6,3.6,3.6
202,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,2,1.7,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2,2,2,2,2,2,2
203,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,-,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,-,-,2,-,1.9,1.9,-,-,-,-,-,-,-,-,-,1.9,1.9,1.7,1.7,1.7,-,-,-,-,-,-,-,x
204,,,NIC002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205,,,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,,,NPL003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.2,2.1,-
207,Pakistan,Complex crisis in Pakistan,PAK001,Decreasing,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,4,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,4,3.9,4,4,4,3.9,4,4,3.8,3.8,3.8
208,,,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209,,,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
211,Pakistan,Floods in Pakistan ,PAK005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.6,3.6,3.6
212,Panama,Venezuela displacement in Panama,PAN002,Increasing,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2,2.1,2.1,2.1,2,2,2,2.2,2.2
213,Peru,Venezuela displacement in Peru,PER002,Decreasing,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.8,3,3,3,2.9,2.9,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3,3,2.8,2.9,2.9,2.9,2.9,2.9,2.9,3.2,3.2,3.2,3.2,2.8,2.8
214,Philippines,Multiple crises in the Philippines,PHL001,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,3.4,2.7,2.4,2.4,2.5,2.5,2.5,2.5,2.4,3,3,3,3,3,3,-,-,-,-,-,-,-,3.3,3.2,3.3,3.3,3.3,3.1,3.2,3.1,3.1,2.9,2.9,3,3.1,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.6,2.5,-,-,-,-,-,-,-,-,-,2.6,2.6
215,Philippines,Mindanao conflict,PHL003,Stable,-,-,1.1,1.8,2,1.8,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.2,2.2,2.1,2.1,2.4,2.3,2.3,2.2,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.2,2.1
216,,,PHL004,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
217,,,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
218,,,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
219,,,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220,,,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221,,,PHL009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
222,,,PHL010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
223,,,PHL011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
224,,,PHL012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,2.3,2.3,2.3,2,2,1.9,1.9,1.7,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-
225,,,PHL013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1.6,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
226,,,PHL014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,1.8,-,-,-,-,-,-,-,-,-,-,-
227,Philippines,2024 Southwest Monsoon,PHL015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.4
228,Papua New Guinea,Multiple crises in Papua New Guinea,PNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.1,2.1,-,-,-,-,-,2.2,2.1
229,,,PNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230,Papua New Guinea,Highlands Violence,PNG003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2,2,2,2,2,2.1,2,2,1.9
231,,,PNG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.4,1.4,-,-,-,-,-,-,-
232,Papua New Guinea,2024 Monsoon Flooding in Western Province,PNG005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.8
233,Poland,Displacement from Russia-Ukraine conflict in Poland,POL002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.6,1.6,1.7,1.7,2.9,2.9,2.9,2.9,2.9,2.5,2.5,2.5,2.5,2.5,2.6,2.4,2.4,2.4,2.4,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
234,DPRK,Complex crisis in DPRK,PRK001,Increasing,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4,3.7,3.7,3.7,3.7,3.8,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8
235,Palestine,Conflict in Palestine,PSE002,Stable,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4,4,4.2,4.2,4.2,4.2,4.2,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.8,3.8,3.7,3.7,3.7,3.7,4.1,4.1,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
236,Palestine,Conflict in West Bank,PSE003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.4,3.5
237,Palestine,Conflict in Gaza,PSE004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
238,"Nigeria,Niger,Chad,Cameroon",Lake Chad basin regional crisis,REG001,Increasing,-,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3
239,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,Decreasing,-,-,-,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.7,3.7,3.7
240,,,REG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
241,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,Decreasing,-,-,-,-,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4,4,4.3,4.3,4.3,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4,4,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4,4
242,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.3,2.2,2.2,2.2,2.3,2.3,2.1,2.2,2.4,2.4,2.5,2.5,2.5,2.4,2.4
243,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3.2,3,3,3.3,3,3,3,3,3
244,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.7,2.7,2.7,2.7,2.8,2.8,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
245,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,Stable,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,3.4,3.4,3.4,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.4,3.5,3.8,3.8,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.9,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1
